type,client,tx,amount
deposit,351,1263,4462.7582
deposit,92,1264,7359.4622
withdrawal,21,1266,2318.2673
deposit,136,1267,6686.1874
dispute,241,462,
withdrawal,333,1270,8348.8878
deposit,135,1271,3767.219
deposit,194,1272,5167.1123
withdrawal,208,1274,4869.1288
deposit,452,1276,2300.6777
deposit,264,1277,1503.2538
deposit,81,1278,6611.4353
withdrawal,369,1280,4790.7326
withdrawal,303,1281,225.4379
deposit,23,1282,1348.1058
deposit,263,1283,560.0641
deposit,497,1285,8785.2113
withdrawal,373,1286,9472.5914
withdrawal,111,1287,8673.1567
withdrawal,88,1288,6008.7863
deposit,407,1289,6232.4942
withdrawal,262,1290,9223.5971
deposit,306,1291,3782.7353
deposit,68,1292,5227.5907
withdrawal,466,1293,8265.3153
withdrawal,311,1294,9016.1806
deposit,308,1295,932.8065
deposit,338,1296,8969.7926
withdrawal,397,1297,5220.9203
dispute,190,999,
deposit,180,1301,4255.4685
deposit,131,1302,9100.9435
withdrawal,43,1303,2578.792
deposit,268,1305,3750.9238
withdrawal,106,1306,4089.0419
withdrawal,55,1307,2613.7676
withdrawal,275,1308,6119.1949
deposit,349,1309,4132.8684
deposit,402,1310,3702.7595
withdrawal,285,1311,5776.9339
deposit,377,1313,7478.3941
deposit,487,1315,5083.9271
deposit,403,1316,1608.2194
deposit,494,1317,8232.7314
dispute,242,461,
withdrawal,33,1319,801.3173
withdrawal,315,1322,7116.3467
deposit,306,1323,6403.2729
withdrawal,225,1324,1948.2702
deposit,402,1325,6152.2847
deposit,346,1326,6550.5362
withdrawal,500,1327,7796.9491
withdrawal,181,1328,5861.2156
deposit,266,1329,9191.855
withdrawal,282,1330,3475.4034
deposit,418,1331,4548.1353
withdrawal,207,1332,1751.1728
deposit,260,1333,5032.1885
deposit,289,1337,7574.9754
deposit,349,1339,4820.2197
deposit,133,1340,6769.4528
chargeback,212,1072,
withdrawal,427,1343,931.0013
deposit,176,1345,4766.078
withdrawal,182,1346,1828.6617
deposit,383,1347,4990.4944
deposit,103,1348,8727.5522
deposit,106,1349,8363.5108
deposit,183,1350,1199.665
withdrawal,41,1351,6138.6559
withdrawal,491,1353,3712.5942
withdrawal,162,1354,4908.5627
deposit,144,1356,542.4276
deposit,410,1357,5025.2496
deposit,398,1359,6982.7474
deposit,236,1360,119.188
deposit,108,1361,3255.0366
withdrawal,135,1363,9585.3096
withdrawal,176,1364,4240.0049
withdrawal,438,1366,1799.7124
dispute,68,1292,
withdrawal,417,1368,8041.0717
withdrawal,285,1369,1961.4361
withdrawal,413,1371,4996.4787
deposit,154,1373,3984.6206
deposit,354,1374,8138.3669
withdrawal,382,1376,3603.7055
withdrawal,132,1378,1213.2537
deposit,445,1379,5768.9607
deposit,333,1380,9793.752
withdrawal,146,1381,7747.6689
withdrawal,196,1383,6317.4902
withdrawal,324,1385,8489.1588
withdrawal,37,1386,2282.9512
withdrawal,163,1387,6054.2443
withdrawal,203,1388,7809.9594
withdrawal,481,1389,4140.4766
deposit,339,1392,2106.5043
deposit,204,1393,9367.9998
deposit,243,1394,7709.5661
dispute,269,422,
deposit,135,1396,6548.6719
deposit,454,1397,2474.7178
deposit,146,1398,1313.6398
deposit,430,1399,6635.8278
withdrawal,479,1402,1352.014
deposit,486,1403,5908.7184
withdrawal,234,1404,5235.0746
withdrawal,328,1405,4817.0352
deposit,188,1407,3036.4256
deposit,1,1408,3439.5053
withdrawal,241,1409,9469.6282
withdrawal,245,1410,7979.8498
deposit,306,1411,5482.5737
withdrawal,97,1412,3948.126
withdrawal,331,1414,2206.7037
deposit,41,1415,5166.584
resolve,333,459,
deposit,94,1419,6369.2902
withdrawal,317,1420,1878.7066
deposit,10,1421,1860.19
deposit,53,1422,7152.2442
deposit,373,1423,1507.6863
withdrawal,253,1424,3116.4553
withdrawal,410,1425,4637.381
deposit,406,1426,8435.6194
withdrawal,488,1427,7756.7535
deposit,37,1428,1922.7307
withdrawal,431,1429,8282.6922
withdrawal,366,1431,2472.3747
deposit,18,1432,5211.8701
withdrawal,107,1433,9362.2163
deposit,82,1434,7447.5011
withdrawal,282,1435,4812.8147
deposit,153,1436,8636.713
withdrawal,121,1438,151.662
deposit,407,1439,3958.6872
deposit,125,1440,5811.1892
deposit,354,1441,3714.6152
withdrawal,46,1442,914.9241
deposit,317,1443,598.6915
deposit,331,1444,1259.1487
withdrawal,120,1445,8055.4482
withdrawal,11,1447,7244.2672
deposit,357,1450,5436.6618
dispute,141,663,
withdrawal,272,1453,8194.3661
deposit,278,1454,7759.4032
deposit,260,1455,8829.4408
withdrawal,370,1457,1899.5047
deposit,350,1458,6130.7794
withdrawal,166,1459,1105.5309
deposit,268,1460,8352.0984
deposit,67,1461,2021.5882
deposit,249,1462,5710.5508
withdrawal,429,1463,5258.6878
deposit,360,1464,3664.1738
deposit,107,1467,4681.1234
withdrawal,328,1468,8220.4431
deposit,428,1471,9605.9069
deposit,50,1472,5317.0789
deposit,98,1473,5700.7067
withdrawal,486,1474,7461.3377
withdrawal,393,1475,6745.2511
deposit,360,1476,1668.9264
withdrawal,93,1477,6575.6613
withdrawal,463,1479,8448.6953
chargeback,212,735,
deposit,166,1481,3751.2557
withdrawal,493,1483,2.9561
deposit,155,1486,2149.0133
withdrawal,162,1487,9191.2017
deposit,262,1488,943.777
deposit,236,1489,2650.6168
deposit,456,1490,2563.1821
withdrawal,154,1491,5691.0803
withdrawal,371,1493,1729.852
deposit,360,1495,5952.7168
withdrawal,154,1496,785.6955
withdrawal,476,1502,542.2254
deposit,269,1503,3268.9894
deposit,358,1504,6736.6788
deposit,386,1506,2221.6342
deposit,76,1508,4759.0707
withdrawal,382,1509,2626.3172
deposit,205,1510,7620.5672
withdrawal,247,1511,3953.7927
deposit,293,1512,2423.9086
deposit,166,1514,1126.1862
withdrawal,212,1515,1905.7069
deposit,177,1516,7697.0432
deposit,75,1518,1997.6525
deposit,192,1519,1124.605
deposit,28,1520,8687.6548
withdrawal,420,1521,6938.2585
withdrawal,57,1522,228.4584
dispute,108,103,
withdrawal,280,1524,5488.4517
deposit,73,1526,3766.6901
deposit,464,1527,2555.308
withdrawal,31,1528,531.7994
withdrawal,35,1530,6630.1534
deposit,468,1531,191.7642
dispute,445,1379,
deposit,195,1533,9038.8167
dispute,249,260,
withdrawal,102,1535,5607.3147
deposit,365,1536,9222.7789
withdrawal,157,1537,7444.1628
withdrawal,10,1538,3554.426
withdrawal,155,1539,8119.1167
withdrawal,321,1540,8904.1305
dispute,418,1331,
withdrawal,78,1542,6569.6607
withdrawal,124,1544,9705.4012
withdrawal,466,1545,5422.7953
deposit,106,1546,8626.014
deposit,159,1547,4301.2129
deposit,478,1549,3175.6446
deposit,286,1550,1842.168
withdrawal,493,1553,7456.3517
dispute,478,898,
deposit,55,1556,7624.7124
deposit,314,1557,5964.0106
withdrawal,119,1558,795.6748
withdrawal,400,1559,7120.4793
withdrawal,192,1560,4914.9645
deposit,71,1561,323.2633
withdrawal,474,1563,2226.3196
dispute,344,20,
withdrawal,251,1566,8875.9816
deposit,219,1567,6079.6916
withdrawal,423,1568,3942.1129
deposit,305,1570,5206.9703
deposit,232,1571,8777.9216
withdrawal,126,1572,9838.3226
deposit,21,1573,1899.3135
withdrawal,226,1574,7736.9964
withdrawal,147,1575,2944.9028
deposit,471,1576,4636.326
deposit,331,1577,1798.5341
deposit,212,1579,1789.6069
deposit,47,1581,7184.0288
withdrawal,64,1582,6341.0901
withdrawal,44,1583,7269.0115
deposit,500,1584,3787.4076
deposit,195,1585,9122.6155
dispute,290,293,
deposit,445,1587,4196.3973
deposit,321,1589,9604.3784
withdrawal,2,1590,123.0654
deposit,452,1592,5889.0344
withdrawal,244,1593,794.9698
withdrawal,308,1594,6198.0406
dispute,286,1550,
withdrawal,95,1596,368.1738
withdrawal,438,1597,3311.7798
withdrawal,45,1598,9937.3581
deposit,83,1599,9662.9663
deposit,384,1600,932.1698
withdrawal,154,1601,8202.8272
deposit,389,1602,2929.0343
withdrawal,69,1603,3292.7561
deposit,212,1604,6120.9254
deposit,56,1605,4837.1462
withdrawal,353,1606,4271.109
withdrawal,435,1607,9271.1266
withdrawal,315,1608,4925.552
withdrawal,1,1611,6254.982
deposit,24,1614,113.9614
withdrawal,104,1615,7902.1648
withdrawal,158,1616,7670.559
withdrawal,59,1617,3961.0972
deposit,292,1618,8320.5957
withdrawal,100,1619,9222.8754
deposit,409,1621,4815.4737
withdrawal,322,1622,4625.2383
deposit,417,1623,8351.2223
withdrawal,154,1624,5552.2169
withdrawal,10,1625,7995.5538
deposit,321,1629,5710.2454
deposit,200,1630,8646.0723
withdrawal,385,1631,7098.6903
withdrawal,140,1632,8770.6103
withdrawal,191,1633,2162.1827
withdrawal,155,1634,7849.6549
deposit,399,1635,4438.2972
deposit,464,1637,3401.8189
withdrawal,269,1639,1433.8072
deposit,447,1640,2052.6659
deposit,19,1641,42.0946
deposit,478,1642,3333.5642
withdrawal,456,1643,225.7801
deposit,389,1644,3209.4828
withdrawal,99,1645,7728.0982
deposit,344,1646,1575.8027
deposit,59,1647,2066.5672
withdrawal,180,1648,1416.4267
dispute,361,680,
withdrawal,37,1650,5406.2304
withdrawal,26,1651,9033.0208
deposit,26,1652,862.1097
withdrawal,201,1653,6163.5371
deposit,160,1654,7129.2739
resolve,344,20,
withdrawal,291,1656,973.5327
withdrawal,159,1657,4705.9882
withdrawal,486,1658,9128.7032
withdrawal,201,1659,7887.9983
withdrawal,452,1660,303.6111
withdrawal,244,1661,4612.9556
withdrawal,88,1662,6044.7979
withdrawal,66,1663,8175.7114
deposit,408,1664,7924.517
withdrawal,273,1665,2386.5143
withdrawal,125,1666,3838.7808
withdrawal,175,1667,7843.3555
withdrawal,223,1668,5445.7243
deposit,121,1669,7393.9311
withdrawal,365,1670,1144.1143
deposit,306,1671,8220.4085
withdrawal,91,1672,697.0067
withdrawal,56,1673,3274.755
deposit,331,1674,2176.9001
dispute,72,852,
withdrawal,339,1676,3900.4366
deposit,296,1677,6815.4864
withdrawal,163,1678,9185.0977
withdrawal,480,1679,9902.9023
withdrawal,299,1680,8476.5198
withdrawal,437,1681,9010.8559
withdrawal,496,1682,1097.8735
withdrawal,121,1684,6252.5178
withdrawal,365,1685,4352.4653
withdrawal,109,1686,1391.5496
withdrawal,285,1687,8399.7869
deposit,79,1688,1343.6402
deposit,37,1689,7213.671
deposit,250,1690,847.5498
withdrawal,261,1693,3847.7625
deposit,116,1694,5779.8071
resolve,434,672,
withdrawal,475,1696,335.5853
withdrawal,20,1697,1132.5305
dispute,247,370,
deposit,399,1701,5234.0446
withdrawal,313,1702,6306.9978
withdrawal,40,1704,6130.7781
deposit,463,1705,4689.2192
withdrawal,86,1708,7269.9902
withdrawal,289,1709,5781.8327
withdrawal,294,1710,8089.1489
withdrawal,320,1711,826.0192
withdrawal,259,1712,2521.2577
withdrawal,316,1713,143.0159
deposit,58,1714,6591.8972
deposit,121,1717,3429.1371
dispute,386,1506,
deposit,339,1721,2109.3566
dispute,136,975,
withdrawal,86,1724,3014.3699
dispute,383,1347,
withdrawal,195,1726,4746.4212
withdrawal,75,1727,119.6185
deposit,196,1729,974.5458
withdrawal,273,1730,6105.2452
withdrawal,131,1733,4611.6248
deposit,173,1735,3133.385
deposit,6,1736,120.6021
withdrawal,51,1737,3515.8127
deposit,372,1738,341.3836
deposit,318,1739,9504.9391
deposit,327,1740,864.7774
deposit,310,1741,8960.1203
withdrawal,357,1742,4670.0888
withdrawal,480,1743,9227.0312
dispute,395,442,
deposit,400,1747,3828.6072
withdrawal,92,1749,9794.2404
deposit,103,1750,6455.1863
withdrawal,56,1751,2184.6466
withdrawal,330,1752,7154.2878
deposit,53,1753,5713.8743
deposit,328,1756,6646.3938
withdrawal,137,1757,9046.2708
withdrawal,295,1758,4781.9161
withdrawal,116,1761,1212.9153
deposit,350,1763,6323.093
withdrawal,491,1764,5346.7283
withdrawal,492,1765,7604.7704
deposit,149,1766,5545.2002
deposit,496,1767,2989.4046
deposit,72,1771,7197.6706
withdrawal,304,1772,630.8633
withdrawal,277,1773,5339.8665
dispute,428,101,
deposit,174,1775,4055.6731
deposit,297,1778,369.7398
deposit,73,1779,4712.7251
deposit,471,1780,7013.2668
deposit,67,1781,9046.7188
deposit,234,1783,8178.184
deposit,55,1784,632.038
withdrawal,104,1785,3243.0252
deposit,500,1786,3216.5773
deposit,89,1788,2739.6597
withdrawal,388,1789,5534.5239
deposit,225,1790,1334.5754
dispute,406,1426,
dispute,9,656,
deposit,4,1793,7067.7057
withdrawal,65,1796,5231.3456
deposit,211,1797,6105.7693
withdrawal,20,1798,6120.8861
withdrawal,46,1799,3479.1878
deposit,3,1800,1175.9607
deposit,260,1802,2764.9894
deposit,100,1803,6852.7523
dispute,496,971,
deposit,82,1805,541.2221
withdrawal,187,1806,2514.5664
dispute,316,849,
deposit,474,1809,7855.1347
deposit,249,1810,8950.8967
withdrawal,370,1811,4191.2437
withdrawal,383,1812,2301.4023
deposit,57,1813,2371.9465
dispute,212,1604,
withdrawal,38,1815,544.3392
withdrawal,224,1816,1781.4296
deposit,192,1817,6320.5791
withdrawal,500,1818,1272.9904
withdrawal,355,1819,1365.8785
withdrawal,437,1820,1712.842
withdrawal,176,1821,6036.7562
deposit,488,1823,5781.6363
resolve,284,91,
deposit,439,1825,5916.2171
deposit,429,1826,7300.4475
deposit,223,1828,9137.6335
deposit,460,1829,401.5467
withdrawal,259,1831,4793.2141
deposit,409,1832,4524.9612
deposit,124,1833,6931.9052
deposit,68,1835,6476.7543
withdrawal,47,1836,1618.8665
dispute,238,1260,
deposit,321,1841,8603.9661
withdrawal,37,1842,5309.6723
withdrawal,152,1843,6980.8518
deposit,314,1844,7877.1307
withdrawal,42,1845,7357.8721
withdrawal,29,1846,8879.8911
withdrawal,57,1847,6191.7154
deposit,188,1848,5608.0213
withdrawal,397,1849,2387.0884
deposit,59,1850,7531.9818
withdrawal,390,1851,8979.4324
withdrawal,258,1852,545.5455
withdrawal,191,1853,5014.9995
withdrawal,425,1854,4520.3318
deposit,485,1856,1884.3475
deposit,453,1857,3907.4343
deposit,92,1858,1094.5398
deposit,142,1859,4963.791
deposit,448,1860,2932.4012
deposit,497,1861,4739.5753
deposit,216,1862,2915.8765
deposit,33,1863,8349.6402
withdrawal,267,1864,5787.4674
withdrawal,336,1865,4861.9978
withdrawal,341,1866,4580.6129
withdrawal,291,1867,1718.1995
withdrawal,134,1868,9707.2698
resolve,395,442,
deposit,146,1870,6186.6837
dispute,83,1599,
deposit,499,1872,1613.3859
withdrawal,60,1873,5745.6772
deposit,226,1874,2052.3485
withdrawal,363,1875,9780.2476
deposit,76,1876,5336.8959
deposit,476,1879,9701.5315
withdrawal,170,1881,4739.6328
deposit,227,1884,7316.6736
deposit,461,1885,3081.5139
deposit,206,1886,4460.2809
deposit,48,1887,5834.731
dispute,114,628,
withdrawal,12,1889,6770.9568
withdrawal,491,1890,1945.3059
deposit,163,1891,9084.5611
withdrawal,185,1892,3696.93
withdrawal,191,1893,3514.199
withdrawal,45,1895,7415.5352
withdrawal,148,1897,7286.3265
deposit,213,1898,1437.2492
withdrawal,156,1899,662.0917
withdrawal,492,1900,885.3943
withdrawal,210,1901,4145.7256
deposit,285,1902,1993.3764
withdrawal,427,1903,423.2869
withdrawal,424,1904,4941.5108
deposit,379,1905,7912.4043
withdrawal,79,1906,1242.6451
dispute,341,825,
dispute,252,206,
dispute,62,875,
withdrawal,298,1911,8683.5908
deposit,322,1912,3732.649
withdrawal,376,1913,1629.3095
withdrawal,30,1914,8783.2943
deposit,70,1915,2727.4309
withdrawal,215,1916,488.1003
deposit,150,1917,5139.1511
deposit,393,1918,5988.0261
withdrawal,86,1919,8268.3931
deposit,358,1921,5344.6688
dispute,181,369,
withdrawal,266,1923,4120.5331
dispute,472,267,
deposit,80,1925,7951.2723
deposit,287,1926,4174.0452
deposit,470,1927,9234.1741
withdrawal,246,1928,1391.0008
dispute,227,1884,
deposit,364,1930,2224.3561
deposit,439,1931,3074.9758
deposit,108,1932,4248.6259
withdrawal,40,1934,7573.583
deposit,22,1935,7930.7588
withdrawal,263,1936,1190.1033
withdrawal,130,1937,6676.1966
deposit,387,1938,9201.0606
deposit,106,1939,1848.6335
deposit,180,1940,8458.7694
withdrawal,483,1941,3522.6805
deposit,438,1942,5049.5874
deposit,35,1943,5288.8586
withdrawal,367,1944,1718.5629
deposit,387,1945,9242.3967
withdrawal,472,1946,3665.2638
deposit,302,1947,1809.3045
deposit,218,1949,4076.3721
withdrawal,57,1951,7622.9745
deposit,361,1952,823.3972
withdrawal,253,1953,4570.0007
withdrawal,377,1954,2259.5084
withdrawal,209,1955,1888.6611
withdrawal,411,1957,1793.7935
deposit,346,1958,3964.3012
deposit,268,1959,1193.0592
deposit,203,1960,7414.5802
deposit,34,1962,3386.9778
dispute,305,1570,
withdrawal,372,1965,7563.2731
withdrawal,411,1966,3561.617
withdrawal,342,1967,9875.2445
withdrawal,262,1968,1081.2586
deposit,129,1969,6284.0819
deposit,69,1970,8303.2944
deposit,256,1971,3826.9472
withdrawal,348,1972,6220.0456
withdrawal,104,1974,4903.0134
deposit,134,1975,9525.8524
withdrawal,197,1978,4426.1189
withdrawal,19,1979,8847.1176
deposit,85,1980,3125.2843
deposit,200,1981,5688.9834
withdrawal,252,1982,4759.6346
deposit,438,1983,3914.4568
withdrawal,254,1984,6169.7798
deposit,146,1986,5905.0437
withdrawal,175,1989,3452.0851
deposit,183,1990,6612.7388
withdrawal,127,1991,5925.7241
withdrawal,467,1992,1145.5985
withdrawal,87,1993,374.7388
withdrawal,291,1995,2666.9222
deposit,357,1996,9857.6621
withdrawal,194,1997,5725.8139
deposit,414,1998,3360.3387
withdrawal,86,2000,9694.3081
deposit,104,2001,8403.9645
withdrawal,275,2002,476.2661
deposit,294,2003,6246.0983
deposit,491,2004,5919.0547
withdrawal,140,2005,4271.6318
withdrawal,412,2007,2001.5698
withdrawal,206,2008,6715.9309
deposit,281,2009,6278.8115
withdrawal,296,2011,2680.0916
withdrawal,327,2012,9346.4247
deposit,373,2013,3643.3824
withdrawal,76,2014,8441.3758
deposit,211,2015,6339.641
withdrawal,434,2016,6460.7805
deposit,132,2017,4059.2535
deposit,59,2018,2456.6205
withdrawal,424,2019,5598.6903
deposit,224,2020,2020.7031
withdrawal,140,2021,7896.9087
deposit,143,2022,6443.2939
dispute,22,1935,
deposit,309,2025,9005.8483
deposit,344,2027,3969.5536
dispute,430,1399,
deposit,58,2029,5220.0536
withdrawal,425,2030,4965.0146
deposit,47,2031,7732.1357
withdrawal,161,2032,8058.6102
withdrawal,381,2033,2180.8658
withdrawal,55,2034,4395.3147
deposit,274,2036,3165.583
deposit,217,2037,9633.1901
withdrawal,75,2039,8213.8323
deposit,11,2040,8414.8882
deposit,28,2042,2530.576
withdrawal,197,2043,9031.6678
deposit,351,2044,8576.6137
withdrawal,199,2045,9275.1465
deposit,470,2046,9363.2877
deposit,388,2047,8594.308
chargeback,83,1599,
resolve,141,663,
withdrawal,378,2051,7174.1428
withdrawal,260,2054,6021.5573
withdrawal,417,2055,4533.1643
withdrawal,329,2057,7910.4022
deposit,70,2058,6283.3344
deposit,161,2059,1579.0666
withdrawal,391,2062,7926.6303
deposit,164,2063,2607.5381
withdrawal,352,2064,7995.4872
withdrawal,102,2065,1819.7106
deposit,449,2066,208.3256
deposit,332,2068,9068.541
withdrawal,499,2069,7012.9103
withdrawal,87,2070,6004.3269
withdrawal,77,2071,1702.0587
withdrawal,291,2072,7733.8198
withdrawal,476,2073,1186.005
withdrawal,366,2074,2880.3318
withdrawal,254,2075,8563.5209
withdrawal,308,2076,7267.354
withdrawal,97,2077,7924.8429
withdrawal,15,2078,2355.6208
deposit,351,2080,104.1921
deposit,306,2083,5570.4427
deposit,27,2084,4709.8533
deposit,481,2086,54.6045
withdrawal,259,2087,9775.2612
deposit,344,2088,5805.2886
withdrawal,134,2089,9303.3391
deposit,450,2090,3173.8566
withdrawal,272,2091,1169.3037
withdrawal,383,2093,2829.9722
withdrawal,449,2094,5170.2099
withdrawal,78,2097,533.1687
deposit,77,2098,359.5866
withdrawal,134,2099,4364.8622
withdrawal,21,2101,4578.1393
dispute,58,1714,
withdrawal,179,2103,1807.369
deposit,457,2105,5835.8904
deposit,498,2106,4164.7735
withdrawal,40,2107,6769.4083
withdrawal,455,2108,6813.4421
withdrawal,349,2109,5903.7946
withdrawal,488,2110,1538.6009
withdrawal,42,2111,4541.1011
deposit,490,2112,3294.9398
withdrawal,23,2113,3249.8298
dispute,375,1081,
withdrawal,442,2115,3232.3853
dispute,29,24,
deposit,205,2117,9650.528
deposit,444,2118,8523.606
withdrawal,84,2119,2850.074
withdrawal,79,2121,8011.2031
deposit,309,2123,8320.6967
withdrawal,263,2124,8854.245
withdrawal,244,2125,903.1333
deposit,323,2127,5133.9013
deposit,499,2128,6476.4586
withdrawal,366,2129,5273.2598
withdrawal,332,2130,4682.7235
dispute,77,1258,
deposit,268,2133,5510.3923
deposit,470,2134,5107.0052
withdrawal,212,2135,3555.2209
deposit,300,2136,1140.241
deposit,339,2137,8429.2553
withdrawal,24,2138,3140.1496
withdrawal,371,2139,6238.4801
deposit,136,2140,2111.4726
deposit,55,2142,59.4648
withdrawal,60,2143,4602.17
withdrawal,354,2146,8046.6027
deposit,45,2147,1908.83
deposit,418,2148,8590.2613
deposit,108,2149,6497.7485
dispute,224,2020,
deposit,217,2152,9024.2509
dispute,11,983,
withdrawal,151,2155,510.1709
withdrawal,5,2156,9794.8899
withdrawal,435,2157,371.1351
withdrawal,205,2158,2319.826
withdrawal,32,2159,5764.4571
withdrawal,284,2160,8891.5168
withdrawal,60,2161,4483.8056
withdrawal,224,2162,7262.3651
deposit,241,2163,5076.8518
dispute,174,1775,
withdrawal,453,2166,9598.0739
deposit,107,2169,6670.8975
deposit,67,2170,6057.8843
deposit,121,2172,9992.613
deposit,183,2174,8279.6589
deposit,458,2175,3378.0098
deposit,59,2176,5620.2525
